Date,SYMBOL,CLOSE,ML_Prob,Signal,Reason
2026-01-09,TRSM,20.5,0.5279738485537506,HOLD,
2026-01-12,TRSM,20.15,0.49090985574834384,HOLD,
2026-01-13,TRSM,20.12,0.49121554847639787,HOLD,
2026-01-14,TRSM,19.48,0.45349193178508995,HOLD,
2026-01-15,TRSM,19.52,0.404339741075598,HOLD,
2026-01-16,TRSM,19.58,0.49601634406587364,HOLD,
2026-01-19,TRSM,19.13,0.4856618939258228,HOLD,
2026-01-20,TRSM,18.99,0.4652647918546796,HOLD,
2026-01-21,TRSM,18.66,0.4787253487165473,HOLD,
2026-01-22,TRSM,17.86,0.5067174634790662,HOLD,
2026-01-23,TRSM,16.61,0.4942210366316268,HOLD,
2026-01-27,TRSM,18.8,0.5059930140498616,HOLD,
2026-01-28,TRSM,17.72,0.5173511448524121,HOLD,
2026-01-29,TRSM,16.44,0.4808359777587643,HOLD,
2026-01-30,TRSM,15.58,0.5160799018697316,HOLD,
2026-02-02,TRSM,15.78,0.5382067040252164,HOLD,
2026-02-03,TRSM,15.69,0.5062444582079292,HOLD,
2026-02-04,TRSM,15.91,0.4967872102048923,HOLD,
2026-02-06,TRSM,15.62,0.4920570166501734,HOLD,
2026-02-09,TRSM,14.94,0.4853881541631722,HOLD,
2026-02-10,TRSM,14.76,0.4834802434946116,HOLD,
2026-02-11,TRSM,14.82,0.4878314933364255,HOLD,
2026-02-12,TRSM,13.88,0.5021301084795105,HOLD,
2026-02-13,TRSM,13.48,0.5412020350705367,HOLD,
2026-02-16,TRSM,13.11,0.5610214466823842,HOLD,
2026-02-17,TRSM,12.57,0.5437971798135455,HOLD,
2026-02-18,TRSM,12.73,0.577723790846511,HOLD,
2026-02-19,TRSM,11.8,0.5085923812641365,HOLD,
2026-02-23,TRSM,11.12,0.5557790869340103,HOLD,
2026-02-24,TRSM,11.17,0.5451678065098238,HOLD,
2026-02-26,TRSM,10.75,0.5321420267275404,HOLD,
2026-03-02,TRSM,9.22,0.7214228492085273,HOLD,
2026-03-04,TRSM,8.58,0.6944719222008773,HOLD,
2026-03-05,TRSM,8.67,0.710969665569757,HOLD,
2026-03-06,TRSM,9.08,0.7086212352344821,HOLD,
2026-03-09,TRSM,8.08,0.7121581737579836,HOLD,
2026-03-10,TRSM,8.56,0.642437909655425,HOLD,
2026-03-11,TRSM,8.88,0.5278969213179537,HOLD,
2026-03-12,TRSM,9.87,0.6456611878470938,BUY,LGBM>=0.616 + 2 confirms
2026-03-13,TRSM,10.87,0.5611426815166174,HOLD,
2025-03-17,TSBL,12.0,0.5677659081635842,HOLD,
2025-03-24,TSBL,10.84,0.744422159930223,HOLD,
2025-03-27,TSBL,11.92,0.5433898560531809,HOLD,
2025-04-03,TSBL,11.0,0.7278849116939766,HOLD,
2025-04-04,TSBL,11.1,0.7034480769783494,HOLD,
2025-04-10,TSBL,13.43,0.43446079183772524,HOLD,
2025-04-11,TSBL,12.7,0.5094856531625781,HOLD,
2025-04-14,TSBL,12.7,0.498204405325877,HOLD,
2025-04-15,TSBL,12.7,0.49808886986270035,HOLD,
2025-04-17,TSBL,13.97,0.42425293891795607,HOLD,
2025-04-18,TSBL,12.87,0.4632023818022095,HOLD,
2025-04-28,TSBL,12.87,0.5195428536421928,HOLD,
2025-04-30,TSBL,12.87,0.4718471664351002,HOLD,
2025-05-02,TSBL,12.87,0.5059695931821253,HOLD,
2025-05-05,TSBL,12.87,0.5186714885837059,HOLD,
2025-05-06,TSBL,11.6,0.714508157852713,HOLD,
2025-05-12,TSBL,11.6,0.7210231497410268,HOLD,
2025-05-15,TSBL,11.6,0.7068233853934113,HOLD,
2025-05-20,TSBL,11.71,0.6638985088871285,HOLD,
2025-05-21,TSBL,12.88,0.4290409726351158,HOLD,
2025-05-26,TSBL,13.56,0.4858727603871169,HOLD,
2025-05-27,TSBL,13.56,0.4192466990580448,HOLD,
2025-05-30,TSBL,13.56,0.4375081870373168,HOLD,
2025-06-10,TSBL,13.56,0.4392378718188606,HOLD,
2025-06-11,TSBL,13.56,0.4414924775542117,HOLD,
2025-06-12,TSBL,13.56,0.40666882520358777,HOLD,
2025-06-16,TSBL,13.35,0.4744878355118258,HOLD,
2025-06-17,TSBL,12.25,0.614416583383353,HOLD,
2025-06-18,TSBL,12.15,0.5204670081917643,HOLD,
2025-06-20,TSBL,12.15,0.5357720005968205,HOLD,
2025-06-24,TSBL,12.15,0.5865671836924836,HOLD,
2025-06-25,TSBL,12.5,0.5398107295452854,HOLD,
2025-06-26,TSBL,12.5,0.495984349761567,HOLD,
2025-06-30,TSBL,12.5,0.4759736861175708,HOLD,
2025-07-01,TSBL,12.0,0.5760609138671834,HOLD,
2025-07-02,TSBL,12.0,0.5942475926709933,HOLD,
2025-07-04,TSBL,12.0,0.5970417035141813,HOLD,
2025-07-08,TSBL,12.0,0.5750985538972921,HOLD,
2025-07-10,TSBL,12.0,0.5913789451057437,HOLD,
2025-07-11,TSBL,13.07,0.5113497420032747,HOLD,
2025-07-14,TSBL,13.0,0.5925211722863168,HOLD,
2025-07-15,TSBL,13.0,0.48698202206200886,HOLD,
2025-07-16,TSBL,12.07,0.6943123775578387,HOLD,
2025-07-17,TSBL,12.99,0.496308819019944,HOLD,
2025-07-18,TSBL,12.99,0.46777996006237377,HOLD,
2025-07-21,TSBL,11.73,0.6105405963427505,HOLD,
2025-07-23,TSBL,13.48,0.5414801600585744,HOLD,
2025-07-24,TSBL,14.83,0.5051374506872938,HOLD,
2025-07-25,TSBL,16.05,0.5568440850862972,HOLD,
2025-07-29,TSBL,14.0,0.5322991357084704,HOLD,
2025-07-30,TSBL,13.96,0.5287325190360408,HOLD,
2025-08-01,TSBL,13.5,0.5236916623158502,HOLD,
2025-08-06,TSBL,13.76,0.543935177767629,HOLD,
2025-08-07,TSBL,13.75,0.5578428852194821,HOLD,
